(47.49673, 19.05059)
(47.49674, 19.05057)
(47.49676, 19.05062)
(47.49682, 19.05075)
(47.49687, 19.05085)
(47.49691, 19.05087)
(47.49696, 19.0509)
(47.49701, 19.0509)
(47.49719, 19.05093)
(47.49725, 19.05095)
(47.49729, 19.05099)
(47.49731, 19.05104)
(47.49733, 19.05127)
(47.49744, 19.05213)
(47.49752, 19.05284)
(47.49767, 19.05385)
(47.4977, 19.054)
(47.49773, 19.05413)
(47.49772, 19.05414)
(47.49773, 19.05413)
(47.49781, 19.05443)
(47.49786, 19.0546)
(47.49792, 19.05471)
(47.49796, 19.05475)
(47.49802, 19.05479)
(47.4981, 19.05481)
(47.49818, 19.05485)
(47.49827, 19.05487)
(47.49913, 19.0548)
(47.49928, 19.0548)
(47.4994, 19.05482)
(47.49948, 19.05489)
(47.49952, 19.05494)
(47.49996, 19.05559)
(47.49993, 19.05565)
(47.49996, 19.05559)
(47.50002, 19.05566)
(47.50231, 19.05912)
(47.5023, 19.05916)
(47.50231, 19.05912)
(47.50235, 19.05919)
(47.50502, 19.06317)
(47.50503, 19.0632)
(47.50502, 19.06323)
(47.50503, 19.0632)
(47.50543, 19.0638)
(47.50724, 19.0665)
(47.50723, 19.06652)
(47.50724, 19.0665)
(47.50727, 19.06656)
(47.50921, 19.06945)
(47.50925, 19.06953)
(47.50926, 19.06954)
(47.50925, 19.06953)
(47.51134, 19.07264)
(47.51134, 19.07266)
(47.51134, 19.07264)
(47.51145, 19.07281)
(47.51415, 19.07679)
(47.51411, 19.07688)
(47.51415, 19.07679)
(47.51426, 19.07695)
(47.51439, 19.07714)
(47.51448, 19.07723)
(47.51462, 19.07736)
(47.51543, 19.07804)
(47.51572, 19.07818)
(47.5161, 19.07832)
(47.51623, 19.07839)
(47.51637, 19.07844)
(47.51643, 19.07848)
(47.51655, 19.0786)
(47.51671, 19.07876)
(47.51686, 19.07896)
(47.51703, 19.0792)
(47.51712, 19.07933)
(47.51722, 19.07955)
(47.51726, 19.07968)
(47.5173, 19.07981)
(47.51734, 19.07997)
(47.51736, 19.08012)
(47.5174, 19.08032)
(47.51743, 19.0805)
(47.51744, 19.08075)
(47.51744, 19.08099)
(47.51741, 19.08128)
(47.51741, 19.08147)
(47.5174, 19.08148)
(47.51741, 19.08147)
(47.51742, 19.08188)
(47.51743, 19.08215)
(47.51745, 19.08239)
(47.51753, 19.08283)
(47.51769, 19.08334)
(47.51869, 19.08558)
(47.51891, 19.08613)
(47.51909, 19.0865)
(47.51922, 19.08678)
(47.51932, 19.08704)
(47.51938, 19.08728)
(47.51946, 19.08757)
(47.51952, 19.08795)
(47.51956, 19.08828)
(47.51958, 19.0886)
(47.51959, 19.0889)
(47.51952, 19.09087)
(47.51952, 19.09103)
(47.51951, 19.09103)
