(47.46591, 19.07757)
(47.46557, 19.07785)
(47.46551, 19.0779)
(47.46544, 19.07796)
(47.46537, 19.07801)
(47.46528, 19.07807)
(47.46515, 19.07815)
(47.46492, 19.07832)
(47.46471, 19.07849)
(47.46451, 19.07867)
(47.46447, 19.07869)
(47.46432, 19.07882)
(47.46428, 19.07885)
(47.46418, 19.07894)
(47.46408, 19.07903)
(47.46397, 19.07911)
(47.46386, 19.0792)
(47.46376, 19.07929)
(47.46365, 19.07938)
(47.46354, 19.07947)
(47.46343, 19.07956)
(47.46332, 19.07965)
(47.46322, 19.07974)
(47.46312, 19.07982)
(47.46302, 19.0799)
(47.46293, 19.07997)
(47.46285, 19.08005)
(47.46276, 19.08012)
(47.46267, 19.08019)
(47.46258, 19.08027)
(47.46249, 19.08034)
(47.4624, 19.08042)
(47.46231, 19.08049)
(47.46222, 19.08057)
(47.46213, 19.08064)
(47.46203, 19.08072)
(47.46194, 19.0808)
(47.46184, 19.08088)
(47.46175, 19.08096)
(47.46165, 19.08104)
(47.46156, 19.08112)
(47.46146, 19.0812)
(47.46136, 19.08128)
(47.46126, 19.08137)
(47.46116, 19.08145)
(47.46106, 19.08153)
(47.46096, 19.08161)
(47.46086, 19.0817)
(47.46076, 19.08178)
(47.46066, 19.08187)
(47.46055, 19.08195)
(47.46045, 19.08204)
(47.46035, 19.08213)
(47.46024, 19.08221)
(47.46014, 19.0823)
(47.46003, 19.08239)
(47.45993, 19.08247)
(47.45982, 19.08256)
(47.45972, 19.08265)
(47.45961, 19.08274)
(47.4595, 19.08283)
(47.4594, 19.08292)
(47.45929, 19.08301)
(47.45918, 19.0831)
(47.45907, 19.08319)
(47.45896, 19.08328)
(47.45885, 19.08337)
(47.45874, 19.08346)
(47.45863, 19.08355)
(47.45852, 19.08365)
(47.4584, 19.08374)
(47.45829, 19.08383)
(47.45818, 19.08393)
(47.45806, 19.08402)
(47.45795, 19.08412)
(47.45783, 19.08422)
(47.45772, 19.08431)
(47.4576, 19.08441)
(47.45748, 19.08451)
(47.45736, 19.08461)
(47.45725, 19.0847)
(47.45714, 19.08479)
(47.45703, 19.08488)
(47.45692, 19.08497)
(47.45682, 19.08506)
(47.45671, 19.08514)
(47.45661, 19.08523)
(47.4565, 19.08532)
(47.4564, 19.08541)
(47.45629, 19.0855)
(47.45619, 19.08559)
(47.45608, 19.08568)
(47.45597, 19.08576)
(47.45586, 19.08585)
(47.45575, 19.08595)
(47.45564, 19.08604)
(47.45553, 19.08612)
(47.45542, 19.08621)
(47.45531, 19.0863)
(47.45519, 19.08638)
(47.45508, 19.08646)
(47.45498, 19.08653)
(47.45496, 19.08654)
(47.45485, 19.08662)
(47.45473, 19.08669)
(47.45461, 19.08676)
(47.4545, 19.08682)
(47.4544, 19.08688)
(47.45429, 19.08694)
(47.45419, 19.08699)
(47.45409, 19.08705)
(47.45399, 19.08711)
(47.45389, 19.08716)
(47.45379, 19.08722)
(47.45369, 19.08728)
(47.45359, 19.08733)
(47.45348, 19.08739)
(47.45338, 19.08745)
(47.45328, 19.08751)
(47.45317, 19.08756)
(47.45307, 19.08762)
(47.45296, 19.08768)
(47.45286, 19.08774)
(47.45275, 19.08779)
(47.45265, 19.08785)
(47.45255, 19.08791)
(47.45244, 19.08797)
(47.45234, 19.08803)
(47.45224, 19.08808)
(47.45213, 19.08814)
(47.45203, 19.0882)
(47.45192, 19.08826)
(47.45182, 19.08831)
(47.45172, 19.08837)
(47.45161, 19.08843)
(47.45151, 19.08849)
(47.45141, 19.08855)
(47.4513, 19.0886)
(47.4512, 19.08866)
(47.4511, 19.08872)
(47.45099, 19.08878)
(47.45089, 19.08883)
(47.45079, 19.08889)
(47.45068, 19.08895)
(47.45058, 19.089)
(47.45048, 19.08906)
(47.45037, 19.08912)
(47.45027, 19.08918)
(47.45016, 19.08924)
(47.45006, 19.0893)
(47.44995, 19.08936)
(47.44984, 19.08941)
(47.44974, 19.08947)
(47.44963, 19.08953)
(47.44952, 19.08959)
(47.44942, 19.08965)
(47.44931, 19.08971)
(47.4492, 19.08977)
(47.4491, 19.08983)
(47.44899, 19.08989)
(47.44888, 19.08995)
(47.44878, 19.09001)
(47.44867, 19.09007)
(47.44856, 19.09013)
(47.44845, 19.09019)
(47.44834, 19.09025)
(47.44823, 19.09031)
(47.44812, 19.09037)
(47.44801, 19.09043)
(47.4479, 19.09049)
(47.44779, 19.09055)
(47.44768, 19.09062)
(47.44757, 19.09068)
(47.44747, 19.09074)
(47.44736, 19.0908)
(47.44725, 19.09086)
(47.44714, 19.09092)
(47.44703, 19.09098)
(47.44692, 19.09104)
(47.44681, 19.0911)
(47.4467, 19.09116)
(47.44659, 19.09123)
(47.44648, 19.09129)
(47.44637, 19.09135)
(47.44626, 19.09141)
(47.44615, 19.09147)
(47.44604, 19.09153)
(47.44593, 19.09159)
(47.44582, 19.09165)
(47.44571, 19.09171)
(47.4456, 19.09177)
(47.44549, 19.09184)
(47.44538, 19.0919)
(47.44527, 19.09196)
(47.44516, 19.09202)
(47.44505, 19.09208)
(47.44493, 19.09214)
(47.44482, 19.09221)
(47.4447, 19.09228)
(47.44458, 19.09234)
(47.44446, 19.09241)
(47.44435, 19.09247)
(47.44424, 19.09253)
(47.44413, 19.09258)
(47.44402, 19.09264)
(47.44391, 19.09269)
(47.4438, 19.09274)
(47.44368, 19.09278)
(47.44357, 19.09281)
(47.44345, 19.09284)
(47.44332, 19.09287)
(47.4432, 19.09289)
(47.44307, 19.09292)
(47.44296, 19.09294)
(47.44285, 19.09296)
(47.44275, 19.09297)
(47.44261, 19.093)
(47.44248, 19.09302)
(47.44239, 19.09304)
(47.44229, 19.09306)
(47.44218, 19.09308)
(47.44207, 19.0931)
(47.44196, 19.09312)
(47.44184, 19.09314)
(47.44171, 19.09316)
(47.44159, 19.09318)
(47.44147, 19.0932)
(47.44134, 19.09321)
(47.44122, 19.09322)
(47.4411, 19.09324)
(47.44098, 19.09325)
(47.44086, 19.09326)
(47.44074, 19.09327)
(47.44062, 19.09328)
(47.44049, 19.09329)
(47.44037, 19.0933)
(47.44025, 19.09332)
(47.44013, 19.09333)
(47.44001, 19.09334)
(47.43989, 19.09335)
(47.43976, 19.09336)
(47.43963, 19.09337)
(47.4395, 19.09339)
(47.43937, 19.0934)
(47.43924, 19.09341)
(47.43911, 19.09342)
(47.43899, 19.09343)
(47.43888, 19.09344)
(47.43877, 19.09345)
(47.43866, 19.09346)
(47.43855, 19.09347)
(47.43844, 19.0935)
(47.43833, 19.09354)
(47.43822, 19.09359)
(47.43811, 19.09366)
(47.438, 19.09372)
(47.4379, 19.09379)
(47.43779, 19.09386)
(47.43768, 19.09393)
(47.43757, 19.09401)
(47.43746, 19.09408)
(47.43658, 19.09465)
(47.43647, 19.09472)
(47.43636, 19.09479)
(47.43625, 19.09486)
(47.43615, 19.09494)
(47.43604, 19.09502)
(47.43594, 19.09511)
(47.43584, 19.0952)
(47.43574, 19.0953)
(47.43563, 19.0954)
(47.43553, 19.09551)
(47.43543, 19.09562)
(47.43533, 19.09573)
(47.43523, 19.09584)
(47.43513, 19.09595)
(47.43504, 19.09605)
(47.43495, 19.09615)
(47.43486, 19.09625)
(47.43478, 19.09634)
(47.43469, 19.09644)
(47.4346, 19.09653)
(47.43451, 19.09663)
(47.43443, 19.09673)
(47.43434, 19.09682)
(47.43425, 19.09692)
(47.43416, 19.09702)
(47.43407, 19.09712)
(47.43398, 19.09722)
(47.43389, 19.09732)
(47.43379, 19.09742)
(47.4337, 19.09752)
(47.43361, 19.09762)
(47.43352, 19.09772)
(47.43342, 19.09783)
(47.43333, 19.09793)
(47.43323, 19.09804)
(47.43313, 19.09815)
(47.43304, 19.09825)
(47.43294, 19.09836)
(47.43284, 19.09847)
(47.43274, 19.09858)
(47.43264, 19.09869)
(47.43254, 19.0988)
(47.43244, 19.09891)
(47.43234, 19.09902)
(47.43224, 19.09913)
(47.43213, 19.09924)
(47.43203, 19.09935)
(47.43193, 19.09947)
(47.43182, 19.09958)
(47.43172, 19.0997)
(47.43161, 19.09981)
(47.4315, 19.09993)
(47.4314, 19.10005)
(47.4313, 19.10016)
(47.4312, 19.10026)
(47.43106, 19.10042)
(47.43096, 19.10053)
(47.43089, 19.10061)
(47.43031, 19.10151)
(47.43023, 19.1016)
(47.43013, 19.10171)
(47.43004, 19.10179)
(47.42995, 19.10187)
(47.42985, 19.10196)
(47.42974, 19.10204)
(47.42964, 19.10211)
(47.42953, 19.10219)
(47.42942, 19.10226)
(47.42931, 19.10233)
(47.42919, 19.10239)
(47.42907, 19.10245)
(47.42895, 19.10251)
(47.42883, 19.10256)
(47.42871, 19.10261)
(47.42858, 19.10266)
(47.42846, 19.10272)
(47.42833, 19.10277)
(47.42821, 19.10283)
(47.42808, 19.10288)
(47.42796, 19.10293)
(47.42785, 19.10298)
(47.42774, 19.10304)
(47.42763, 19.10308)
(47.42752, 19.10313)
(47.42741, 19.10318)
(47.4273, 19.10323)
(47.42718, 19.10328)
(47.42706, 19.10333)
(47.42695, 19.10338)
(47.42683, 19.10344)
(47.4267, 19.10349)
(47.42658, 19.10354)
(47.42645, 19.1036)
(47.42632, 19.10365)
(47.4262, 19.10371)
(47.42608, 19.10376)
(47.42597, 19.10381)
(47.42586, 19.10386)
(47.42574, 19.10391)
(47.42562, 19.10396)
(47.4255, 19.10401)
(47.42538, 19.10406)
(47.42525, 19.10412)
(47.42512, 19.10417)
(47.425, 19.10423)
(47.42488, 19.10428)
(47.42475, 19.10433)
(47.42463, 19.10439)
(47.42452, 19.10444)
(47.4244, 19.1045)
(47.42429, 19.10456)
(47.42418, 19.10462)
(47.42407, 19.10468)
(47.42397, 19.10475)
(47.42386, 19.10481)
(47.42375, 19.10488)
(47.42364, 19.10495)
(47.42353, 19.10502)
(47.42342, 19.10508)
(47.4233, 19.10515)
