(47.56043, 19.08975)
(47.56041, 19.08975)
(47.56044, 19.0895)
(47.56048, 19.08908)
(47.56056, 19.08811)
(47.56061, 19.08748)
(47.56065, 19.08674)
(47.56065, 19.08655)
(47.56067, 19.08607)
(47.56065, 19.08567)
(47.56064, 19.08523)
(47.56061, 19.08493)
(47.56058, 19.08462)
(47.56052, 19.08433)
(47.56049, 19.08397)
(47.56045, 19.08373)
(47.56041, 19.08356)
(47.56033, 19.08328)
(47.56021, 19.08287)
(47.56009, 19.08245)
(47.55999, 19.08207)
(47.55987, 19.08168)
(47.55957, 19.08091)
(47.55912, 19.07957)
(47.55914, 19.07956)
(47.55912, 19.07957)
(47.55906, 19.0794)
(47.55897, 19.07914)
(47.5589, 19.07896)
(47.55881, 19.07875)
(47.55862, 19.07823)
(47.55847, 19.07784)
(47.5584, 19.07767)
(47.55832, 19.07754)
(47.55823, 19.0774)
(47.55816, 19.07728)
(47.55805, 19.07717)
(47.55791, 19.07705)
(47.55777, 19.07696)
(47.55765, 19.07687)
(47.5575, 19.07678)
(47.55724, 19.07662)
(47.557, 19.0765)
(47.55477, 19.07551)
(47.55385, 19.07509)
(47.55301, 19.07478)
(47.55144, 19.07417)
(47.54861, 19.07315)
(47.54836, 19.07305)
(47.54837, 19.07301)
(47.54836, 19.07305)
(47.54645, 19.07229)
(47.54386, 19.07132)
(47.54127, 19.07035)
(47.53885, 19.06938)
(47.53814, 19.06908)
(47.53816, 19.06905)
(47.53814, 19.06908)
(47.53659, 19.06839)
(47.53402, 19.06728)
(47.53215, 19.06649)
(47.53217, 19.06647)
(47.53215, 19.06649)
(47.53203, 19.06643)
(47.52991, 19.06552)
(47.52734, 19.06449)
(47.52628, 19.06399)
(47.52437, 19.06312)
(47.52435, 19.06308)
(47.52437, 19.06312)
(47.52295, 19.06253)
(47.52174, 19.06201)
(47.52072, 19.06157)
(47.51983, 19.0612)
(47.51945, 19.06104)
(47.51769, 19.06031)
(47.51759, 19.06027)
(47.51759, 19.06028)
(47.51759, 19.06027)
(47.51724, 19.06009)
(47.51676, 19.0599)
(47.51645, 19.05978)
(47.51614, 19.05964)
(47.51572, 19.05948)
(47.51558, 19.05942)
(47.51544, 19.05934)
(47.51517, 19.05915)
(47.51486, 19.05894)
(47.51457, 19.05875)
(47.51196, 19.05682)
(47.51088, 19.05597)
(47.51082, 19.05593)
(47.51082, 19.05595)
(47.51082, 19.05593)
(47.51036, 19.05557)
(47.51016, 19.05543)
(47.50989, 19.05529)
(47.50945, 19.05508)
(47.50897, 19.05493)
(47.50802, 19.05478)
(47.50624, 19.0546)
(47.50397, 19.0545)
(47.50366, 19.05449)
(47.50367, 19.05451)
(47.50366, 19.05449)
(47.50293, 19.0545)
(47.50205, 19.05449)
(47.50094, 19.05443)
(47.50053, 19.05438)
(47.50005, 19.05435)
(47.49953, 19.05431)
(47.4992, 19.05432)
(47.49757, 19.05451)
(47.49759, 19.05452)
(47.49757, 19.05451)
(47.49734, 19.05452)
(47.49716, 19.05455)
(47.49698, 19.05459)
(47.49521, 19.05493)
(47.49464, 19.05506)
(47.49342, 19.05547)
(47.49297, 19.0557)
(47.49266, 19.05594)
(47.49194, 19.05663)
(47.49181, 19.05676)
(47.49182, 19.05678)
(47.49181, 19.05676)
(47.49172, 19.05687)
(47.49136, 19.05732)
(47.49107, 19.05787)
(47.49085, 19.05834)
(47.49034, 19.05961)
(47.49, 19.06058)
(47.48947, 19.06191)
(47.48949, 19.06192)
(47.48947, 19.06191)
(47.48938, 19.06216)
(47.4887, 19.06395)
(47.48852, 19.06436)
(47.48827, 19.06489)
(47.48789, 19.06567)
(47.48685, 19.06761)
(47.48624, 19.06871)
(47.48591, 19.06933)
(47.48569, 19.06973)
(47.48555, 19.07007)
(47.48492, 19.07192)
(47.48483, 19.07221)
(47.48486, 19.07224)
(47.48483, 19.07221)
(47.48443, 19.07361)
(47.48373, 19.07569)
(47.48284, 19.0784)
(47.48287, 19.07842)
(47.48284, 19.0784)
(47.48258, 19.07921)
(47.48183, 19.0818)
(47.48157, 19.08253)
(47.47945, 19.0882)
(47.47916, 19.08892)
(47.47872, 19.09003)
(47.47834, 19.09107)
(47.47836, 19.09107)
(47.47834, 19.09107)
(47.47825, 19.09136)
(47.47718, 19.09415)
(47.47693, 19.09494)
(47.47571, 19.0982)
(47.47533, 19.09939)
(47.47496, 19.10059)
(47.47493, 19.10068)
(47.47491, 19.10067)
(47.47493, 19.10068)
(47.47476, 19.10122)
(47.47463, 19.10159)
(47.47443, 19.10208)
(47.47251, 19.10667)
(47.47233, 19.1071)
(47.47202, 19.10773)
(47.47162, 19.10866)
(47.4713, 19.10946)
(47.47066, 19.11131)
(47.47054, 19.11164)
(47.47052, 19.11164)
(47.47054, 19.11164)
(47.46803, 19.11861)
(47.46795, 19.11884)
(47.46793, 19.11883)
(47.46795, 19.11884)
(47.46774, 19.11941)
(47.46748, 19.12018)
(47.4667, 19.12287)
(47.46652, 19.12344)
(47.46576, 19.12623)
(47.46574, 19.12622)
(47.46576, 19.12623)
(47.46568, 19.12653)
(47.46554, 19.12698)
(47.46506, 19.12885)
(47.46499, 19.12914)
(47.4649, 19.12958)
(47.46483, 19.12997)
(47.4648, 19.13023)
(47.46478, 19.13044)
(47.46475, 19.13071)
(47.46476, 19.13102)
(47.46475, 19.13125)
(47.46475, 19.13147)
(47.46476, 19.13163)
(47.46477, 19.13187)
(47.46479, 19.13215)
(47.46482, 19.13237)
(47.46484, 19.1327)
(47.4649, 19.13297)
(47.46494, 19.13348)
(47.46511, 19.13468)
(47.46528, 19.1359)
(47.46532, 19.13623)
(47.46535, 19.13651)
(47.46536, 19.13668)
(47.46536, 19.13685)
(47.46536, 19.13716)
(47.46534, 19.1377)
(47.46533, 19.13793)
(47.46526, 19.13904)
(47.46524, 19.13954)
(47.46519, 19.14029)
(47.46516, 19.14072)
(47.46511, 19.14211)
(47.46509, 19.14239)
(47.46503, 19.14294)
(47.46499, 19.14326)
(47.46494, 19.14358)
(47.46487, 19.14391)
(47.46477, 19.14436)
(47.4646, 19.14499)
(47.46444, 19.14554)
(47.46421, 19.14633)
(47.46392, 19.14735)
(47.46347, 19.14879)
(47.46344, 19.14876)
