(47.47817, 19.0673)
(47.47812, 19.06734)
(47.47806, 19.06739)
(47.47797, 19.06744)
(47.47787, 19.06751)
(47.4777, 19.06761)
(47.4774, 19.06776)
(47.47679, 19.06807)
(47.47651, 19.06822)
(47.47571, 19.06862)
(47.47563, 19.06866)
(47.47555, 19.06869)
(47.47546, 19.06874)
(47.47533, 19.0688)
(47.47515, 19.06888)
(47.47502, 19.06893)
(47.47489, 19.06898)
(47.47428, 19.06921)
(47.47404, 19.0693)
(47.47403, 19.0693)
(47.47393, 19.06934)
(47.47378, 19.06938)
(47.47364, 19.06943)
(47.4735, 19.06947)
(47.47337, 19.0695)
(47.47322, 19.06954)
(47.47308, 19.06957)
(47.47294, 19.06961)
(47.47279, 19.06965)
(47.47265, 19.06968)
(47.4725, 19.06972)
(47.47235, 19.06976)
(47.47212, 19.06981)
(47.47197, 19.06984)
(47.47182, 19.06988)
(47.4716, 19.06992)
(47.47145, 19.06995)
(47.47141, 19.06995)
(47.4712, 19.06999)
(47.47105, 19.07001)
(47.47084, 19.07004)
(47.47074, 19.07005)
(47.47062, 19.07007)
(47.47052, 19.07008)
(47.47041, 19.07009)
(47.47032, 19.0701)
(47.47023, 19.0701)
(47.47014, 19.07011)
(47.46997, 19.07012)
(47.46985, 19.07013)
(47.46973, 19.07013)
(47.46963, 19.07014)
(47.46947, 19.07014)
(47.4694, 19.07015)
(47.46925, 19.07015)
(47.46916, 19.07015)
(47.46895, 19.07014)
(47.46907, 19.07015)
(47.46809, 19.07013)
(47.46792, 19.07014)
(47.46777, 19.07015)
(47.46762, 19.07017)
(47.46747, 19.0702)
(47.46732, 19.07024)
(47.4671, 19.07032)
(47.46695, 19.07038)
(47.46681, 19.07045)
(47.46667, 19.07053)
(47.46653, 19.07062)
(47.46639, 19.07072)
(47.46626, 19.07082)
(47.46613, 19.07094)
(47.466, 19.07106)
(47.46587, 19.07118)
(47.46574, 19.07131)
(47.46561, 19.07143)
(47.46549, 19.07155)
(47.46537, 19.07167)
(47.46524, 19.07179)
(47.46511, 19.0719)
(47.46498, 19.072)
(47.46484, 19.0721)
(47.4647, 19.07219)
(47.46456, 19.07227)
(47.46442, 19.07234)
(47.46427, 19.07239)
(47.46413, 19.07245)
(47.46398, 19.07249)
(47.46383, 19.07252)
(47.46368, 19.07255)
(47.46352, 19.07256)
(47.46337, 19.07257)
(47.46321, 19.07256)
(47.46306, 19.07255)
(47.4629, 19.07252)
(47.46274, 19.07249)
(47.46259, 19.07245)
(47.46101, 19.07194)
(47.46079, 19.07187)
(47.46057, 19.0718)
(47.46041, 19.07175)
(47.46026, 19.07171)
(47.46011, 19.07166)
(47.45996, 19.07161)
(47.4598, 19.07156)
(47.45965, 19.07151)
(47.45949, 19.07146)
(47.45934, 19.07141)
(47.45918, 19.07136)
(47.45903, 19.07131)
(47.45879, 19.07124)
(47.45864, 19.07119)
(47.45848, 19.07115)
(47.45832, 19.07112)
(47.45817, 19.07109)
(47.45801, 19.07107)
(47.45786, 19.07106)
(47.45771, 19.07106)
(47.45756, 19.07106)
(47.45743, 19.07107)
(47.45741, 19.07107)
(47.45726, 19.07107)
(47.4571, 19.07108)
(47.45695, 19.07109)
(47.4568, 19.0711)
(47.45665, 19.0711)
(47.4565, 19.07111)
(47.45635, 19.07112)
(47.45619, 19.07113)
(47.45604, 19.07114)
(47.45588, 19.07114)
(47.45572, 19.07115)
(47.45556, 19.07116)
(47.45541, 19.07117)
(47.45526, 19.07117)
(47.45511, 19.07118)
(47.45496, 19.07119)
(47.45481, 19.0712)
(47.45465, 19.07121)
(47.4545, 19.07121)
(47.45434, 19.07122)
(47.45419, 19.07123)
(47.45403, 19.07124)
(47.45387, 19.07125)
(47.45372, 19.07125)
(47.45357, 19.07126)
(47.45342, 19.07127)
(47.45327, 19.07128)
(47.45312, 19.07128)
(47.45297, 19.07129)
(47.45282, 19.0713)
(47.45266, 19.07131)
(47.45251, 19.07132)
(47.45235, 19.07132)
(47.4522, 19.07133)
(47.45204, 19.07134)
(47.45188, 19.07135)
(47.45173, 19.07135)
(47.45159, 19.07136)
(47.45144, 19.07137)
(47.45129, 19.07138)
(47.45113, 19.07139)
(47.45098, 19.07139)
(47.45083, 19.0714)
(47.45067, 19.07141)
(47.45052, 19.07142)
(47.45036, 19.07142)
(47.45021, 19.07143)
(47.45006, 19.07144)
(47.44991, 19.07145)
(47.44976, 19.07145)
(47.44961, 19.07146)
(47.44946, 19.07147)
(47.4493, 19.07148)
(47.44915, 19.07149)
(47.449, 19.07149)
(47.44885, 19.0715)
(47.4487, 19.07151)
(47.44855, 19.07152)
(47.44839, 19.07153)
(47.44824, 19.07153)
(47.44808, 19.07154)
(47.44793, 19.07155)
(47.44777, 19.07156)
(47.4476, 19.07156)
(47.44744, 19.07157)
(47.44728, 19.07157)
(47.44711, 19.07157)
(47.44693, 19.07157)
(47.44676, 19.07157)
(47.44659, 19.07157)
(47.44642, 19.07157)
(47.44625, 19.07157)
(47.44609, 19.07157)
(47.44592, 19.07157)
(47.44576, 19.07158)
(47.4456, 19.07158)
(47.44545, 19.07159)
(47.44529, 19.07159)
(47.44514, 19.0716)
(47.44499, 19.07161)
(47.44477, 19.07162)
(47.44462, 19.07163)
(47.44447, 19.07163)
(47.44443, 19.07164)
(47.44425, 19.07165)
(47.4441, 19.07165)
(47.44395, 19.07166)
(47.4438, 19.07167)
(47.44365, 19.07168)
(47.44349, 19.07169)
(47.44334, 19.0717)
(47.44318, 19.07171)
(47.44302, 19.07171)
(47.44287, 19.07172)
(47.44271, 19.07173)
(47.44255, 19.07174)
(47.44238, 19.07175)
(47.44222, 19.07175)
(47.44206, 19.07176)
(47.4419, 19.07176)
(47.44174, 19.07174)
(47.44159, 19.07171)
(47.44143, 19.07167)
(47.44128, 19.07161)
(47.44112, 19.07154)
(47.44098, 19.07146)
(47.44083, 19.07137)
(47.44069, 19.07126)
(47.44056, 19.07115)
(47.44042, 19.07102)
(47.4403, 19.07088)
(47.44019, 19.07074)
(47.44008, 19.07059)
(47.43997, 19.07043)
(47.43987, 19.07026)
(47.43978, 19.07008)
(47.43969, 19.06989)
(47.4396, 19.0697)
(47.43951, 19.06951)
(47.43942, 19.06933)
(47.43933, 19.06916)
(47.43922, 19.069)
(47.43912, 19.06885)
(47.439, 19.0687)
